,emotion,global nervous system,immunologic,motor,misclassified,gastrointestinal,song references,cardiovascular,genitourinary,oncologic,written media references,esp,metabolic,hematologic,musculoskeletal,place references,property of toxin,somatic sensation,neurologic disorder,perception,endocrine,sense of self,use of substance,sexual activity,uninterpretable,respiratory,activity references,renal,chemical process,infectious,cognitive ability,behavior,integumentary
buprenorphine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lamotrigine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dhea,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
sound,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
bearberry,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
tank,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
kava,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
capsicum,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
sildenafil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
phenelzine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cannabinoids,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
coca,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
diphenhyramine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mdoh,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
meperidine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mugwort,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
n2o,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
difluoroethane,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mbdb,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
demon,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
iv,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
strain,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
hydrocodone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
promethazine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
hydromorphone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cacao,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ritalin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
absinthe,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
morningglory,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
migraine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
methoxetamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
morning,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
acetominophen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
temazepam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
suboxone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lithium,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
diphenhydramine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
harmine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
balm,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
oil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
bonzai,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
kush,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
diplopterys,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cigar,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
hydroxyzine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
running,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
henbane,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
garlic,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
zaleplon,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lecithen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
yoga,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mipt,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
fasting,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
vermont,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mdvp,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
codeine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
atropa,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
hyperventilation,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
meopp,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
olanzapine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
escitalopram,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
desyrel,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
flexeril,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
tansy,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dramamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lortab,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
glue,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
speed,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ketamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
k2,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
rose,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
fentanyl,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
vyvanse,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
guaifenesin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
butylone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
crack,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
toluene,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
trihexyphenidyl,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ambien,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
psilocin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
adrafinil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
atropine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
elavil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ziprasidone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
amt,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
yopo,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
benadryl,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
methampetamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
oxygen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
55,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
zoloft,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
glucosamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
panax,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
subutex,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
klonopin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
nucynta,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
soma,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
freebase,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
phenylalanine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
paxil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
biloba,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
