,prior,marginal,conditional_probability,source,percentile,p_value,bh_thresh,bayes ratio
3823,chemical reagent,metabolite,1.587438264285381e-05,dd,0.9684596943362301,0.03176505843572071,0.04842298471681151,0.002205145339124624
3773,opioid,metabolite,1.587438264285381e-05,dd,0.9684596943362301,0.03176505843572071,0.04842298471681151,7.045741809858915e-05
1989,endogenous chemical,moiety,1.583665386651904e-05,dd,0.9682349415642793,0.031914893617021274,0.04841174707821397,0.0007429660496818167
4798,structural class,vasoactive,1.5607137143815867e-05,dd,0.9680851063829787,0.03206472879832185,0.04840425531914894,0.0003485838779956427
2353,metabolite,cholinergic plant,1.5607137143815864e-05,dd,0.9677105184297273,0.032664069523524124,0.048385525921486365,0.006088280060882799
2359,chemical reagent,cholinergic plant,1.5607137143815864e-05,dd,0.9677105184297273,0.032664069523524124,0.048385525921486365,0.0021680216802168017
3242,alcohol,antinausea,1.5607137143815864e-05,dd,0.9677105184297273,0.032664069523524124,0.048385525921486365,0.0016645859342488553
2336,functional class,cholinergic plant,1.5607137143815864e-05,dd,0.9677105184297273,0.032664069523524124,0.048385525921486365,0.0006564910553093713
8775,opioid,integumentary,1.5499501715237825e-05,sd,0.9673359304764759,0.03281390470482469,0.04836679652382379,6.879353340785966e-05
2797,opioid,plant,1.549237878246428e-05,dd,0.9671860952951753,0.03296373988612526,0.04835930476475876,6.876191873258032e-05
943,perception,esp,1.53700277677634e-05,ss,0.9670362601138748,0.033113575067425835,0.048351813005693745,0.00019390565919369463
4566,opioid,tricyclic antidepressants,1.5363275625943745e-05,dd,0.9668864249325742,0.0332634102487264,0.04834432124662871,6.818890274314215e-05
2736,opioid,functional class,1.5353549981951796e-05,dd,0.9667365897512736,0.033413245430026974,0.04833682948756368,6.814573610287427e-05
8666,stimulants,cognitive ability,1.5264015410126447e-05,sd,0.966586754569973,0.03356308061132754,0.04832933772849865,7.723407370898557e-05
2903,cannabinoid receptor agonists,chemotherapeutic,1.4631691072327376e-05,dd,0.9664369193886725,0.03371291579262811,0.048321845969433626,0.00041254125412541255
4066,structural class,antidepressant,1.4530782858035462e-05,dd,0.9662870842073719,0.03386275097392868,0.0483143542103686,0.00032454361054766733
2724,structural class,maoi,1.4348497051572651e-05,dd,0.9661372490260713,0.03401258615522925,0.04830686245130357,0.00032047227493147795
4005,structural class,sedative,1.4209753934427702e-05,dd,0.9659874138447707,0.034162421336529816,0.04829937069223854,0.0003173734610123119
4246,endogenous chemical,androgen/estrogen,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0006589785831960461
4204,antibiotic/antifungal,androgen/estrogen,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.00689655172413793
4250,chemical reagent,androgen/estrogen,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0019512195121951217
4227,functional class,androgen/estrogen,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0005908419497784342
3090,structural class,anesthetic,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0003137254901960784
4371,structural class,steroid,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0003137254901960784
3209,endogenous chemical,anabolic hormones,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.0006589785831960461
4347,anticholinergic medicine,steroid,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.001095890410958904
4223,abortifacient,androgen/estrogen,1.4046423429434279e-05,dd,0.9652382379382679,0.03551093796823494,0.048261911896913395,0.09999999999999999
3819,endogenous chemical,metabolite,1.395021504978062e-05,dd,0.9644890620317651,0.03566077314953551,0.04822445310158826,0.0006544650312563471
4795,endogenous chemical,vasoactive,1.3934943878407024e-05,dd,0.9643392268504645,0.03581060833083608,0.04821696134252323,0.000653748594440522
1421,functional class,ssri,1.3756806451507802e-05,dd,0.964189391669164,0.03596044351213665,0.048209469583458196,0.00057865964153558
2702,functional class,maoi,1.3593312996226722e-05,dd,0.9640395564878633,0.03611027869343722,0.04820197782439317,0.000571782532043646
3630,psychedelic,antipsychotic,1.3578209315119803e-05,dd,0.9638897213065628,0.036260113874737786,0.04819448606532815,3.869762476647985e-05
3822,structural class,metabolite,1.3469173151512323e-05,dd,0.9637398861252622,0.03640994905603836,0.048186994306263116,0.000300832661831856
4063,endogenous chemical,antidepressant,1.3319884286532507e-05,dd,0.9635900509439617,0.036559784237338924,0.048179502547198085,0.0006248934840652161
2904,endogenous chemical,chemotherapeutic,1.316852196509464e-05,dd,0.963440215762661,0.0367096194186395,0.04817201078813305,0.0006177924217462933
4612,endogenous chemical,tricyclic antidepressants,1.3168521965094637e-05,dd,0.9632903805813605,0.03685945459994006,0.04816451902906803,0.0006177924217462933
3895,opioid,endogenous chemical,1.2900957268384862e-05,dd,0.9631405454000599,0.037009289781240635,0.048157027270003004,5.726006236468138e-05
2721,endogenous chemical,maoi,1.2838128940880793e-05,dd,0.9629907102187594,0.0371591249625412,0.04814953551093797,0.0006022922534587519
3603,stimulants,antipsychotic,1.2641781086490854e-05,dd,0.9628408750374587,0.037308960143841774,0.04814204375187294,6.396588486140725e-05
1042,perception,behavior,1.2559803099160222e-05,ss,0.9626910398561582,0.03745879532514235,0.04813455199280791,0.00015845234218728196
8727,stimulants,behavior,1.2481008770129858e-05,sd,0.9625412046748577,0.03760863050644291,0.04812706023374289,6.315239636584719e-05
4057,psychedelic,antidepressant,1.2108985715029552e-05,dd,0.9623913694935571,0.037758465687743485,0.04811956847467786,3.451036691422103e-05
4078,opioid,structural class,1.2063398945278852e-05,dd,0.9622415343122566,0.03790830086904405,0.04811207671561283,5.354261405310254e-05
2614,opioid,anticholinergic medicine,1.1929839077053771e-05,dd,0.9620916991309559,0.038058136050344624,0.0481045849565478,5.2949817237727595e-05
1087,behavior,integumentary,1.1872411154789859e-05,ss,0.9619418639496554,0.03820797123164519,0.04809709319748277,0.00023369339426672207
2427,tricyclic antidepressants,dopamine agonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.020833333333333332
3228,antibiotic/antifungal,antinausea,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.005747126436781609
3115,stimulants,hepatotoxin,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,5.9227671167969665e-05
3147,cannabinoid receptor agonists,hepatotoxin,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.00033003300330033004
2599,endogenous chemical,analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0005491488193300384
2430,vasoactive,dopamine agonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.005291005291005291
2358,structural class,cholinergic plant,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.000261437908496732
3264,psychedelic,antinausea,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,3.3360021350413664e-05
2431,opioid,paralytic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,5.195344970906068e-05
2456,anticholinergic medicine,paralytic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.00091324200913242
2580,functional class,analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0004923682914820285
3129,functional class,hepatotoxin,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0004923682914820285
2566,stimulants,analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,5.9227671167969665e-05
2091,maoi,sexual enhancement,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.003584229390681003
4715,functional class,nmda antagonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0004923682914820285
3273,structural class,antinausea,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.000261437908496732
2337,plant,cholinergic plant,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0032679738562091504
3425,alcohol,nonopioid analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0012484394506866417
4702,moiety,nmda antagonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0032679738562091504
3420,stimulants,nonopioid analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,5.9227671167969665e-05
3452,cannabinoid receptor agonists,nonopioid analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.00033003300330033004
2266,alcohol,chemical process,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0012484394506866417
2902,metabolite,chemotherapeutic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0045662100456621
2275,functional class,chemical process,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0004923682914820285
2295,sedative,chemical process,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0015503875968992246
2297,structural class,chemical process,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.000261437908496732
4734,endogenous chemical,nmda antagonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.0005491488193300384
2304,element,chemical process,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.000980392156862745
2090,anticholinergic medicine,sexual enhancement,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.00091324200913242
4713,anticholinergic medicine,nmda antagonist,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,0.00091324200913242
3447,psychedelic,nonopioid analgesic,1.17053528578619e-05,dd,0.9595445010488463,0.04285286185196284,0.04797722505244232,3.3360021350413664e-05
1009,perception,cognitive ability,1.1630455260233838e-05,ss,0.9571471381480372,0.04300269703326341,0.047857356907401866,0.00014672784773287284
3944,structural class,endogenous chemical,1.1570365263125438e-05,dd,0.9569973029667366,0.04315253221456398,0.047849865148336834,0.00025842297380237106
8619,functional class,infectious,1.1508624238402035e-05,sd,0.9568474677854361,0.04330236739586455,0.0478423733892718,0.0004840931941461961
1359,maoi,antibiotic/antifungal,1.1503536429278076e-05,dd,0.9566976326041354,0.04345220257716512,0.04783488163020677,0.0035224323322209867
8653,opioid,cognitive ability,1.1470069383332013e-05,sd,0.9565477974228349,0.04360203775846569,0.047827389871141754,5.0909159262647405e-05
3517,structural class,inhalant,1.1237138743547424e-05,dd,0.9563979622415343,0.043751872939766255,0.04781989811207672,0.00025098039215686274
1318,endogenous chemical,cardioactive,1.1072631081761257e-05,dd,0.9562481270602338,0.04390170812106683,0.04781240635301169,0.0005194650993662526
8544,stimulants,esp,1.1048331574850448e-05,sd,0.9560982918789331,0.044051543302367394,0.04780491459394666,5.5903222860166346e-05
2846,structural class,plant,1.1016802689752376e-05,dd,0.9558735391069824,0.04435121366496853,0.04779367695534912,0.00024605920799692423
2842,cannabinoid receptor agonists,plant,1.1016802689752376e-05,dd,0.9558735391069824,0.04435121366496853,0.04779367695534912,0.00031061929722384004
2959,psychedelic,nsaid,1.0973768304245531e-05,dd,0.9554240335630806,0.04495055439017081,0.04777120167815404,3.127502001601281e-05
2975,element,nsaid,1.0973768304245531e-05,dd,0.9554240335630806,0.04495055439017081,0.04777120167815404,0.0009191176470588235
4615,structural class,tricyclic antidepressants,1.0973768304245531e-05,dd,0.9554240335630806,0.04495055439017081,0.04777120167815404,0.00024509803921568627
2932,stimulants,nsaid,1.0973768304245531e-05,dd,0.9554240335630806,0.04495055439017081,0.04777120167815404,5.552594171997156e-05
4074,tricyclic antidepressants,antidepressant,1.0898087143526597e-05,dd,0.9549745280191789,0.04525022475277195,0.047748726400958945,0.01939655172413793
1360,functional class,antibiotic/antifungal,1.0898087143526597e-05,dd,0.9549745280191789,0.04525022475277195,0.047748726400958945,0.0004584118575867162
2785,structural class,functional class,1.0840851169688937e-05,dd,0.954749775247228,0.04540005993407252,0.047737488762361405,0.00024212934804645635
1572,element,anti-inflammatory,1.080494109956483e-05,dd,0.9544501048846269,0.04584956547797423,0.04772250524423135,0.0009049773755656107
1566,chemical reagent,anti-inflammatory,1.080494109956483e-05,dd,0.9544501048846269,0.04584956547797423,0.04772250524423135,0.0015009380863039397
1530,moiety,anti-inflammatory,1.080494109956483e-05,dd,0.9544501048846269,0.04584956547797423,0.04772250524423135,0.0030165912518853692
1420,maoi,ssri,1.067962606103895e-05,dd,0.9541504345220257,0.0459994006592748,0.04770752172610129,0.0032701474337656577
962,gastrointestinal,infectious,1.0608681115904663e-05,ss,0.953925681750075,0.046299071021875936,0.04769628408750375,0.0003151260504201681
979,use of substance,infectious,1.0608681115904663e-05,ss,0.953925681750075,0.046299071021875936,0.04769628408750375,0.00023051614660826925
4368,endogenous chemical,steroid,1.053481757207571e-05,dd,0.9536260113874738,0.046598741384477074,0.04768130056937369,0.0004942339373970346
4340,alcohol,steroid,1.053481757207571e-05,dd,0.9536260113874738,0.046598741384477074,0.04768130056937369,0.0011235955056179776
1440,endogenous chemical,ssri,1.04986154498349e-05,dd,0.9534012586155229,0.04674857656577765,0.04767006293077615,0.0004925355389867355
4188,structural class,chemical reagent,1.0449168648725501e-05,dd,0.9532514234342223,0.04689841174707821,0.04766257117171112,0.00023338115734098516
1455,opioid,ergot,1.0362115644664633e-05,dd,0.9531015882529218,0.047048246928378785,0.047655079412646094,4.5991578430971754e-05
1379,endogenous chemical,antibiotic/antifungal,1.0292637857775119e-05,dd,0.9529517530716212,0.04719808210967935,0.04764758765358106,0.00048287223768675794
2885,functional class,chemotherapeutic,1.0242183750629163e-05,dd,0.9527270002996704,0.04749775247228049,0.04763635001498352,0.00043082225504677496
2883,anticholinergic medicine,chemotherapeutic,1.0242183750629163e-05,dd,0.9527270002996704,0.04749775247228049,0.04763635001498352,0.0007990867579908675
3834,opioid,cannabinoid receptor agonists,1.0221902198647719e-05,dd,0.9525022475277195,0.04764758765358106,0.04762511237638598,4.5369250141971805e-05
1882,opioid,stimulants,1.0064357228001729e-05,dd,0.952352412346419,0.04779742283488163,0.04761762061732095,4.466999700464546e-05
2824,functional class,plant,9.983977437588091e-06,dd,0.9521276595744681,0.04809709319748277,0.04760638297872341,0.00041996118979349494
1993,chemical reagent,moiety,9.983977437588091e-06,dd,0.9521276595744681,0.04809709319748277,0.04760638297872341,0.0013868962219033955
1394,opioid,ssri,9.95558361622275e-06,dd,0.9519029068025172,0.04824692837878334,0.04759514534012586,4.418721238141759e-05
3922,functional class,endogenous chemical,9.950514126287875e-06,dd,0.9517530716212167,0.048396763560083905,0.04758765358106084,0.00041855360527961566
3524,element,inhalant,9.832496400603995e-06,dd,0.9516032364399161,0.04854659874138448,0.04758016182199581,0.0008235294117647058
