,prior,marginal,conditional_probability,source
719,activity references,sense of self,0.0,ss
720,renal,sense of self,0.0,ss
721,esp,sense of self,0.0,ss
722,infectious,sense of self,0.0,ss
723,cognitive ability,sense of self,0.0,ss
724,behavior,sense of self,0.0,ss
725,integumentary,sense of self,0.0,ss
726,emotion,use of substance,0.0,ss
727,global nervous system,use of substance,0.0,ss
728,immunologic,use of substance,0.0,ss
729,motor,use of substance,0.0,ss
730,misclassified,use of substance,0.0,ss
731,gastrointestinal,use of substance,0.0,ss
732,song references,use of substance,0.0,ss
733,cardiovascular,use of substance,0.0,ss
734,genitourinary,use of substance,0.0,ss
735,oncologic,use of substance,0.0,ss
736,written media references,use of substance,0.0,ss
737,chemical process,use of substance,0.0,ss
738,metabolic,use of substance,0.0,ss
739,hematologic,use of substance,0.0,ss
740,musculoskeletal,use of substance,0.0,ss
741,place references,use of substance,0.0,ss
742,property of toxin,use of substance,0.0,ss
743,somatic sensation,use of substance,0.0,ss
744,neurologic disorder,use of substance,0.0,ss
745,perception,use of substance,0.0,ss
746,endocrine,use of substance,0.0,ss
747,sense of self,use of substance,0.0,ss
748,use of substance,use of substance,0.0,ss
749,sexual activity,use of substance,0.0,ss
750,uninterpretable,use of substance,0.0,ss
751,respiratory,use of substance,0.0,ss
752,activity references,use of substance,0.0,ss
753,renal,use of substance,0.0,ss
754,esp,use of substance,0.0,ss
755,infectious,use of substance,0.0,ss
756,cognitive ability,use of substance,0.0,ss
757,behavior,use of substance,0.0,ss
758,integumentary,use of substance,0.0,ss
759,emotion,sexual activity,0.0,ss
760,global nervous system,sexual activity,0.0,ss
761,immunologic,sexual activity,0.0,ss
762,motor,sexual activity,0.0,ss
763,misclassified,sexual activity,0.0,ss
764,gastrointestinal,sexual activity,0.0,ss
765,song references,sexual activity,0.0,ss
766,cardiovascular,sexual activity,0.0,ss
767,genitourinary,sexual activity,0.0,ss
768,oncologic,sexual activity,0.0,ss
769,written media references,sexual activity,0.0,ss
770,chemical process,sexual activity,0.0,ss
771,metabolic,sexual activity,0.0,ss
772,hematologic,sexual activity,0.0,ss
773,musculoskeletal,sexual activity,0.0,ss
774,place references,sexual activity,0.0,ss
775,property of toxin,sexual activity,0.0,ss
776,somatic sensation,sexual activity,0.0,ss
777,neurologic disorder,sexual activity,0.0,ss
778,perception,sexual activity,0.0,ss
779,endocrine,sexual activity,0.0,ss
780,sense of self,sexual activity,0.0,ss
781,use of substance,sexual activity,0.0,ss
782,sexual activity,sexual activity,0.0,ss
783,uninterpretable,sexual activity,0.0,ss
784,respiratory,sexual activity,0.0,ss
785,activity references,sexual activity,0.0,ss
786,renal,sexual activity,0.0,ss
787,esp,sexual activity,0.0,ss
788,infectious,sexual activity,0.0,ss
789,cognitive ability,sexual activity,0.0,ss
790,behavior,sexual activity,0.0,ss
791,integumentary,sexual activity,0.0,ss
792,emotion,uninterpretable,0.0,ss
793,global nervous system,uninterpretable,0.0,ss
794,immunologic,uninterpretable,0.0,ss
795,motor,uninterpretable,0.0,ss
796,misclassified,uninterpretable,0.0,ss
797,gastrointestinal,uninterpretable,0.0,ss
798,song references,uninterpretable,0.0,ss
799,cardiovascular,uninterpretable,0.0,ss
800,genitourinary,uninterpretable,0.0,ss
801,oncologic,uninterpretable,0.0,ss
802,written media references,uninterpretable,0.0,ss
803,chemical process,uninterpretable,0.0,ss
804,metabolic,uninterpretable,0.0,ss
805,hematologic,uninterpretable,0.0,ss
806,musculoskeletal,uninterpretable,0.0,ss
807,place references,uninterpretable,0.0,ss
808,property of toxin,uninterpretable,0.0,ss
809,somatic sensation,uninterpretable,0.0,ss
810,neurologic disorder,uninterpretable,0.0,ss
811,perception,uninterpretable,0.0,ss
812,endocrine,uninterpretable,0.0,ss
813,sense of self,uninterpretable,0.0,ss
814,use of substance,uninterpretable,0.0,ss
815,sexual activity,uninterpretable,0.0,ss
816,uninterpretable,uninterpretable,0.0,ss
817,respiratory,uninterpretable,0.0,ss
818,activity references,uninterpretable,0.0,ss
819,renal,uninterpretable,0.0,ss
820,esp,uninterpretable,0.0,ss
821,infectious,uninterpretable,0.0,ss
822,cognitive ability,uninterpretable,0.0,ss
823,behavior,uninterpretable,0.0,ss
824,integumentary,uninterpretable,0.0,ss
825,emotion,respiratory,0.0,ss
826,global nervous system,respiratory,0.0,ss
827,immunologic,respiratory,0.0,ss
828,motor,respiratory,0.0,ss
829,misclassified,respiratory,0.0,ss
830,gastrointestinal,respiratory,0.0,ss
831,song references,respiratory,0.0,ss
832,cardiovascular,respiratory,0.0,ss
833,genitourinary,respiratory,0.0,ss
834,oncologic,respiratory,0.0,ss
835,written media references,respiratory,0.0,ss
836,chemical process,respiratory,0.0,ss
837,metabolic,respiratory,0.0,ss
838,hematologic,respiratory,0.0,ss
839,musculoskeletal,respiratory,0.0,ss
840,place references,respiratory,0.0,ss
841,property of toxin,respiratory,0.0,ss
842,somatic sensation,respiratory,0.0,ss
843,neurologic disorder,respiratory,0.0,ss
844,perception,respiratory,0.0,ss
845,endocrine,respiratory,0.0,ss
846,sense of self,respiratory,0.0,ss
847,use of substance,respiratory,0.0,ss
848,sexual activity,respiratory,0.0,ss
849,uninterpretable,respiratory,0.0,ss
850,respiratory,respiratory,0.0,ss
851,activity references,respiratory,0.0,ss
852,renal,respiratory,0.0,ss
853,esp,respiratory,0.0,ss
854,infectious,respiratory,0.0,ss
855,cognitive ability,respiratory,0.0,ss
856,behavior,respiratory,0.0,ss
857,integumentary,respiratory,0.0,ss
858,emotion,activity references,0.0,ss
859,global nervous system,activity references,0.0,ss
860,immunologic,activity references,0.0,ss
861,motor,activity references,0.0,ss
862,misclassified,activity references,0.0,ss
863,gastrointestinal,activity references,0.0,ss
864,song references,activity references,0.0,ss
865,cardiovascular,activity references,0.0,ss
866,genitourinary,activity references,0.0,ss
867,oncologic,activity references,0.0,ss
868,written media references,activity references,0.0,ss
869,chemical process,activity references,0.0,ss
870,metabolic,activity references,0.0,ss
871,hematologic,activity references,0.0,ss
872,musculoskeletal,activity references,0.0,ss
873,place references,activity references,0.0,ss
874,property of toxin,activity references,0.0,ss
875,somatic sensation,activity references,0.0,ss
876,neurologic disorder,activity references,0.0,ss
877,perception,activity references,0.0,ss
878,endocrine,activity references,0.0,ss
879,sense of self,activity references,0.0,ss
880,use of substance,activity references,0.0,ss
881,sexual activity,activity references,0.0,ss
882,uninterpretable,activity references,0.0,ss
883,respiratory,activity references,0.0,ss
884,activity references,activity references,0.0,ss
885,renal,activity references,0.0,ss
886,esp,activity references,0.0,ss
887,infectious,activity references,0.0,ss
888,cognitive ability,activity references,0.0,ss
889,behavior,activity references,0.0,ss
890,integumentary,activity references,0.0,ss
895,misclassified,renal,0.0,ss
902,chemical process,renal,0.0,ss
918,renal,renal,0.0,ss
924,emotion,esp,2.0681728540446342e-05,ss
925,global nervous system,esp,8.137073524110037e-06,ss
926,immunologic,esp,5.6507455028541914e-08,ss
927,motor,esp,6.215820053139611e-07,ss
928,misclassified,esp,0.0,ss
929,gastrointestinal,esp,4.3510740371977274e-06,ss
930,song references,esp,5.6507455028541914e-08,ss
931,cardiovascular,esp,2.4863280212558443e-06,ss
932,genitourinary,esp,3.051402571541263e-06,ss
933,oncologic,esp,1.4691938307420897e-06,ss
934,written media references,esp,1.0736416455422965e-06,ss
935,chemical process,esp,0.0,ss
936,metabolic,esp,3.955521851997934e-07,ss
937,hematologic,esp,5.6507455028541914e-08,ss
938,musculoskeletal,esp,0.0,ss
939,place references,esp,5.085670952568773e-07,ss
940,property of toxin,esp,9.323730079709416e-06,ss
941,somatic sensation,esp,3.390447301712515e-07,ss
942,neurologic disorder,esp,9.15420771462379e-06,ss
943,perception,esp,1.53700277677634e-05,ss
944,endocrine,esp,0.0,ss
945,sense of self,esp,5.029163497540231e-06,ss
946,use of substance,esp,6.49835732828232e-06,ss
947,sexual activity,esp,1.299671465656464e-06,ss
948,uninterpretable,esp,2.006014653513238e-05,ss
949,respiratory,esp,1.299671465656464e-06,ss
950,activity references,esp,5.6507455028541914e-08,ss
951,renal,esp,0.0,ss
952,esp,esp,0.0,ss
953,infectious,esp,3.955521851997934e-07,ss
954,cognitive ability,esp,8.419610799252744e-06,ss
955,behavior,esp,9.549759899823584e-06,ss
956,integumentary,esp,1.0736416455422965e-06,ss
957,emotion,infectious,1.6716709637183106e-05,ss
958,global nervous system,infectious,6.750978891939331e-06,ss
959,immunologic,infectious,2.2503262973131103e-06,ss
960,motor,infectious,9.64425555991333e-07,ss
961,misclassified,infectious,0.0,ss
962,gastrointestinal,infectious,1.0608681115904663e-05,ss
963,song references,infectious,0.0,ss
964,cardiovascular,infectious,6.429503706608887e-06,ss
965,genitourinary,infectious,5.786553335947998e-06,ss
966,oncologic,infectious,5.143602965287109e-06,ss
967,written media references,infectious,6.429503706608887e-07,ss
968,chemical process,infectious,0.0,ss
969,metabolic,infectious,6.429503706608887e-07,ss
970,hematologic,infectious,9.64425555991333e-07,ss
971,musculoskeletal,infectious,1.2859007413217773e-06,ss
972,place references,infectious,9.64425555991333e-07,ss
973,property of toxin,infectious,8.679830003921996e-06,ss
974,somatic sensation,infectious,3.2147518533044433e-07,ss
975,neurologic disorder,infectious,8.036879633261108e-06,ss
976,perception,infectious,7.0724540772697756e-06,ss
977,endocrine,infectious,6.429503706608887e-07,ss
978,sense of self,infectious,3.2147518533044434e-06,ss
979,use of substance,infectious,1.0608681115904663e-05,ss
980,sexual activity,infectious,3.2147518533044434e-06,ss
981,uninterpretable,infectious,2.2824738158461547e-05,ss
982,respiratory,infectious,2.2503262973131103e-06,ss
983,activity references,infectious,0.0,ss
984,renal,infectious,0.0,ss
985,esp,infectious,2.2503262973131103e-06,ss
986,infectious,infectious,0.0,ss
987,cognitive ability,infectious,8.358354818591553e-06,ss
988,behavior,infectious,6.429503706608887e-06,ss
989,integumentary,infectious,2.893276667973999e-06,ss
990,emotion,cognitive ability,1.8038419590941188e-05,ss
991,global nervous system,cognitive ability,7.68955719684882e-06,ss
992,immunologic,cognitive ability,2.2427875157475721e-07,ss
993,motor,cognitive ability,6.407964330707349e-07,ss
994,misclassified,cognitive ability,0.0,ss
995,gastrointestinal,cognitive ability,5.60696878936893e-06,ss
996,song references,cognitive ability,3.203982165353675e-08,ss
997,cardiovascular,cognitive ability,2.4029866240152558e-06,ss
998,genitourinary,cognitive ability,2.2107476940940353e-06,ss
999,oncologic,cognitive ability,1.7621901909445212e-06,ss
1000,written media references,cognitive ability,7.689557196848819e-07,ss
1001,chemical process,cognitive ability,0.0,ss
1002,metabolic,cognitive ability,7.048760763778085e-07,ss
1003,hematologic,cognitive ability,1.9223892992122047e-07,ss
1004,musculoskeletal,cognitive ability,3.203982165353675e-08,ss
1005,place references,cognitive ability,6.087566114171982e-07,ss
1006,property of toxin,cognitive ability,7.977915591730649e-06,ss
1007,somatic sensation,cognitive ability,2.2427875157475721e-07,ss
1008,neurologic disorder,cognitive ability,7.176920050392231e-06,ss
1009,perception,cognitive ability,1.1630455260233838e-05,ss
1010,endocrine,cognitive ability,3.203982165353675e-08,ss
1011,sense of self,cognitive ability,3.3641812736213584e-06,ss
1012,use of substance,cognitive ability,7.369158980313451e-06,ss
1013,sexual activity,cognitive ability,1.7621901909445212e-06,ss
1014,uninterpretable,cognitive ability,2.008896817676754e-05,ss
1015,respiratory,cognitive ability,8.650751846454921e-07,ss
1016,activity references,cognitive ability,6.40796433070735e-08,ss
1017,renal,cognitive ability,0.0,ss
1018,esp,cognitive ability,4.773933426376975e-06,ss
1019,infectious,cognitive ability,8.330353629919554e-07,ss
1020,cognitive ability,cognitive ability,0.0,ss
1021,behavior,cognitive ability,7.817716483462966e-06,ss
1022,integumentary,cognitive ability,8.650751846454921e-07,ss
1023,emotion,behavior,2.013601460163531e-05,ss
1024,global nervous system,behavior,8.670873240475291e-06,ss
1025,immunologic,behavior,2.016482148947742e-07,ss
1026,motor,behavior,8.065928595790968e-07,ss
1027,misclassified,behavior,0.0,ss
1028,gastrointestinal,behavior,4.349840064158701e-06,ss
1029,song references,behavior,8.64206635263318e-08,ss
1030,cardiovascular,behavior,2.5638130179478434e-06,ss
1031,genitourinary,behavior,2.9383025598952816e-06,ss
1032,oncologic,behavior,1.4979581677897511e-06,ss
1033,written media references,behavior,9.794341866317604e-07,ss
1034,chemical process,behavior,0.0,ss
1035,metabolic,behavior,6.049446446843226e-07,ss
1036,hematologic,behavior,1.728413270526636e-07,ss
1037,musculoskeletal,behavior,2.88068878421106e-08,ss
1038,place references,behavior,2.88068878421106e-07,ss
1039,property of toxin,behavior,7.63382527815931e-06,ss
1040,somatic sensation,behavior,1.44034439210553e-07,ss
1041,neurologic disorder,behavior,7.5474046146329775e-06,ss
1042,perception,behavior,1.2559803099160222e-05,ss
1043,endocrine,behavior,8.64206635263318e-08,ss
1044,sense of self,behavior,3.4568265410532717e-06,ss
1045,use of substance,behavior,6.740811755053881e-06,ss
1046,sexual activity,behavior,1.6419926070003042e-06,ss
1047,uninterpretable,behavior,1.9991980162424757e-05,ss
1048,respiratory,behavior,1.1234686258423134e-06,ss
1049,activity references,behavior,5.76137756842212e-08,ss
1050,renal,behavior,0.0,ss
1051,esp,behavior,4.868364045316692e-06,ss
1052,infectious,behavior,5.76137756842212e-07,ss
1053,cognitive ability,behavior,7.028880633474986e-06,ss
1054,behavior,behavior,0.0,ss
1055,integumentary,behavior,1.296309952894977e-06,ss
1056,emotion,integumentary,2.1898002796612405e-05,ss
1057,global nervous system,integumentary,9.234097564836555e-06,ss
1058,immunologic,integumentary,0.0,ss
1059,motor,integumentary,1.0553254359813206e-06,ss
1060,misclassified,integumentary,0.0,ss
1061,gastrointestinal,integumentary,7.651109410864576e-06,ss
1062,song references,integumentary,0.0,ss
1063,cardiovascular,integumentary,4.485133102920613e-06,ss
1064,genitourinary,integumentary,3.6936390259346226e-06,ss
1065,oncologic,integumentary,1.5829881539719811e-06,ss
1066,written media references,integumentary,1.319156794976651e-06,ss
1067,chemical process,integumentary,0.0,ss
1068,metabolic,integumentary,1.319156794976651e-06,ss
1069,hematologic,integumentary,7.914940769859906e-07,ss
1070,musculoskeletal,integumentary,5.276627179906603e-07,ss
1071,place references,integumentary,7.914940769859906e-07,ss
1072,property of toxin,integumentary,8.970266205841225e-06,ss
1073,somatic sensation,integumentary,2.6383135899533016e-07,ss
1074,neurologic disorder,integumentary,8.970266205841225e-06,ss
1075,perception,integumentary,9.497928923831887e-06,ss
1076,endocrine,integumentary,2.6383135899533016e-07,ss
1077,sense of self,integumentary,3.4298076669392924e-06,ss
1078,use of substance,integumentary,8.442603487850565e-06,ss
1079,sexual activity,integumentary,2.638313589953302e-06,ss
1080,uninterpretable,integumentary,2.3217159591589057e-05,ss
1081,respiratory,integumentary,1.5829881539719811e-06,ss
1082,activity references,integumentary,2.6383135899533016e-07,ss
1083,renal,integumentary,0.0,ss
1084,esp,integumentary,5.012795820911274e-06,ss
1085,infectious,integumentary,2.374482230957972e-06,ss
1086,cognitive ability,integumentary,7.123446692873914e-06,ss
1087,behavior,integumentary,1.1872411154789859e-05,ss
1088,integumentary,integumentary,0.0,ss
1089,opioid,opioid,0.0,dd
1090,serotonergic,opioid,0.0,dd
1091,unclear,opioid,0.0,dd
1092,cardioactive,opioid,0.0,dd
1093,antibiotic/antifungal,opioid,0.0,dd
1094,ssri,opioid,0.0,dd
1095,ergot,opioid,0.0,dd
1096,anti-inflammatory,opioid,0.0,dd
1097,mushrooms,opioid,0.0,dd
1098,anticoagulant,opioid,0.0,dd
1099,neurotoxin,opioid,0.0,dd
1100,misclassified,opioid,0.0,dd
1101,antacid,opioid,0.0,dd
1102,stimulants,opioid,0.0,dd
1103,moiety,opioid,0.0,dd
1104,snakes,opioid,0.0,dd
1105,sexual enhancement,opioid,0.0,dd
1106,salicylate,opioid,0.0,dd
1107,alcohol,opioid,0.0,dd
1108,chemical process,opioid,0.0,dd
1109,cholinergic plant,opioid,0.0,dd
1110,dopamine agonist,opioid,0.0,dd
1111,paralytic,opioid,0.0,dd
